time_in_US,yrimmig_est,constant,timeUS_adj,yrimm_adj,adjustment,adjustment_capped
0,1971,.64070064,0,0,.64070064,.64070064
1,1971,.64070064,.37388834,0,1.014589,1
2,1971,.64070064,.72646868,0,1.3671694,1
3,1971,.64070064,.61070395,0,1.2514045,1
4,1971,.64070064,.58673352,0,1.2274342,1
5,1971,.64070064,.55403966,0,1.1947403,1
6,1971,.64070064,.59103948,0,1.2317401,1
7,1971,.64070064,.59744465,0,1.2381454,1
8,1971,.64070064,.56513602,0,1.2058367,1
9,1971,.64070064,.61914712,0,1.2598478,1
10,1971,.64070064,.51983696,0,1.1605376,1
11,1971,.64070064,.64320952,0,1.2839102,1
12,1971,.64070064,.59495008,0,1.2356508,1
13,1971,.64070064,.58372527,0,1.2244259,1
14,1971,.64070064,.58822393,0,1.2289245,1
15,1971,.64070064,.56357592,0,1.2042766,1
16,1971,.64070064,.60242528,0,1.2431259,1
17,1971,.64070064,.58379775,0,1.2244984,1
18,1971,.64070064,.56637985,0,1.2070805,1
19,1971,.64070064,.61414611,0,1.2548468,1
20,1971,.64070064,.52070755,0,1.1614082,1
21,1971,.64070064,.63150889,0,1.2722095,1
22,1971,.64070064,.58436596,0,1.2250667,1
23,1971,.64070064,.5662691,0,1.2069697,1
24,1971,.64070064,.57828248,0,1.2189832,1
25,1971,.64070064,.54290146,0,1.1836021,1
26,1971,.64070064,.5617075,0,1.2024081,1
27,1971,.64070064,.55467004,0,1.1953707,1
28,1971,.64070064,.54914731,0,1.1898479,1
29,1971,.64070064,.56268519,0,1.2033858,1
0,1972,.64070064,0,-.23525138,.40544927,.40544927
1,1972,.64070064,.37388834,-.23525138,.77933758,.77933758
2,1972,.64070064,.72646868,-.23525138,1.131918,1
3,1972,.64070064,.61070395,-.23525138,1.0161532,1
4,1972,.64070064,.58673352,-.23525138,.99218279,.99218279
5,1972,.64070064,.55403966,-.23525138,.95948893,.95948893
6,1972,.64070064,.59103948,-.23525138,.99648875,.99648875
7,1972,.64070064,.59744465,-.23525138,1.0028939,1
8,1972,.64070064,.56513602,-.23525138,.97058529,.97058529
9,1972,.64070064,.61914712,-.23525138,1.0245963,1
10,1972,.64070064,.51983696,-.23525138,.92528623,.92528623
11,1972,.64070064,.64320952,-.23525138,1.0486587,1
12,1972,.64070064,.59495008,-.23525138,1.0003994,1
13,1972,.64070064,.58372527,-.23525138,.98917454,.98917454
14,1972,.64070064,.58822393,-.23525138,.99367321,.99367321
15,1972,.64070064,.56357592,-.23525138,.96902519,.96902519
16,1972,.64070064,.60242528,-.23525138,1.0078745,1
17,1972,.64070064,.58379775,-.23525138,.98924702,.98924702
18,1972,.64070064,.56637985,-.23525138,.97182912,.97182912
19,1972,.64070064,.61414611,-.23525138,1.0195954,1
20,1972,.64070064,.52070755,-.23525138,.92615682,.92615682
21,1972,.64070064,.63150889,-.23525138,1.0369581,1
22,1972,.64070064,.58436596,-.23525138,.98981524,.98981524
23,1972,.64070064,.5662691,-.23525138,.97171837,.97171837
24,1972,.64070064,.57828248,-.23525138,.98373175,.98373175
25,1972,.64070064,.54290146,-.23525138,.94835073,.94835073
26,1972,.64070064,.5617075,-.23525138,.96715677,.96715677
27,1972,.64070064,.55467004,-.23525138,.96011931,.96011931
28,1972,.64070064,.54914731,-.23525138,.95459658,.95459658
29,1972,.64070064,.56268519,-.23525138,.96813446,.96813446
0,1973,.64070064,0,-.061134122,.57956654,.57956654
1,1973,.64070064,.37388834,-.061134122,.95345485,.95345485
2,1973,.64070064,.72646868,-.061134122,1.3060352,1
3,1973,.64070064,.61070395,-.061134122,1.1902704,1
4,1973,.64070064,.58673352,-.061134122,1.1663001,1
5,1973,.64070064,.55403966,-.061134122,1.1336062,1
6,1973,.64070064,.59103948,-.061134122,1.170606,1
7,1973,.64070064,.59744465,-.061134122,1.1770111,1
8,1973,.64070064,.56513602,-.061134122,1.1447026,1
9,1973,.64070064,.61914712,-.061134122,1.1987137,1
10,1973,.64070064,.51983696,-.061134122,1.0994035,1
11,1973,.64070064,.64320952,-.061134122,1.2227761,1
12,1973,.64070064,.59495008,-.061134122,1.1745166,1
13,1973,.64070064,.58372527,-.061134122,1.1632918,1
14,1973,.64070064,.58822393,-.061134122,1.1677904,1
15,1973,.64070064,.56357592,-.061134122,1.1431425,1
16,1973,.64070064,.60242528,-.061134122,1.1819918,1
17,1973,.64070064,.58379775,-.061134122,1.1633643,1
18,1973,.64070064,.56637985,-.061134122,1.1459464,1
19,1973,.64070064,.61414611,-.061134122,1.1937126,1
20,1973,.64070064,.52070755,-.061134122,1.1002741,1
21,1973,.64070064,.63150889,-.061134122,1.2110754,1
22,1973,.64070064,.58436596,-.061134122,1.1639324,1
23,1973,.64070064,.5662691,-.061134122,1.1458356,1
24,1973,.64070064,.57828248,-.061134122,1.157849,1
25,1973,.64070064,.54290146,-.061134122,1.122468,1
26,1973,.64070064,.5617075,-.061134122,1.141274,1
27,1973,.64070064,.55467004,-.061134122,1.1342366,1
28,1973,.64070064,.54914731,-.061134122,1.1287138,1
29,1973,.64070064,.56268519,-.061134122,1.1422517,1
0,1974,.64070064,0,-.1626133,.47808734,.47808734
1,1974,.64070064,.37388834,-.1626133,.85197568,.85197568
2,1974,.64070064,.72646868,-.1626133,1.204556,1
3,1974,.64070064,.61070395,-.1626133,1.0887913,1
4,1974,.64070064,.58673352,-.1626133,1.0648209,1
5,1974,.64070064,.55403966,-.1626133,1.032127,1
6,1974,.64070064,.59103948,-.1626133,1.0691268,1
7,1974,.64070064,.59744465,-.1626133,1.075532,1
8,1974,.64070064,.56513602,-.1626133,1.0432234,1
9,1974,.64070064,.61914712,-.1626133,1.0972345,1
10,1974,.64070064,.51983696,-.1626133,.99792433,.99792433
11,1974,.64070064,.64320952,-.1626133,1.1212969,1
12,1974,.64070064,.59495008,-.1626133,1.0730374,1
13,1974,.64070064,.58372527,-.1626133,1.0618126,1
14,1974,.64070064,.58822393,-.1626133,1.0663112,1
15,1974,.64070064,.56357592,-.1626133,1.0416633,1
16,1974,.64070064,.60242528,-.1626133,1.0805126,1
17,1974,.64070064,.58379775,-.1626133,1.0618851,1
18,1974,.64070064,.56637985,-.1626133,1.0444672,1
19,1974,.64070064,.61414611,-.1626133,1.0922334,1
20,1974,.64070064,.52070755,-.1626133,.99879491,.99879491
21,1974,.64070064,.63150889,-.1626133,1.1095963,1
22,1974,.64070064,.58436596,-.1626133,1.0624533,1
23,1974,.64070064,.5662691,-.1626133,1.0443565,1
24,1974,.64070064,.57828248,-.1626133,1.0563698,1
25,1974,.64070064,.54290146,-.1626133,1.0209888,1
26,1974,.64070064,.5617075,-.1626133,1.0397948,1
27,1974,.64070064,.55467004,-.1626133,1.0327574,1
28,1974,.64070064,.54914731,-.1626133,1.0272347,1
29,1974,.64070064,.56268519,-.1626133,1.0407726,1
0,1975,.64070064,0,-.22030084,.42039979,.42039979
1,1975,.64070064,.37388834,-.22030084,.79428816,.79428816
2,1975,.64070064,.72646868,-.22030084,1.1468685,1
3,1975,.64070064,.61070395,-.22030084,1.0311037,1
4,1975,.64070064,.58673352,-.22030084,1.0071334,1
5,1975,.64070064,.55403966,-.22030084,.97443944,.97443944
6,1975,.64070064,.59103948,-.22030084,1.0114393,1
7,1975,.64070064,.59744465,-.22030084,1.0178444,1
8,1975,.64070064,.56513602,-.22030084,.9855358,.9855358
9,1975,.64070064,.61914712,-.22030084,1.039547,1
10,1975,.64070064,.51983696,-.22030084,.94023675,.94023675
11,1975,.64070064,.64320952,-.22030084,1.0636094,1
12,1975,.64070064,.59495008,-.22030084,1.0153499,1
13,1975,.64070064,.58372527,-.22030084,1.0041251,1
14,1975,.64070064,.58822393,-.22030084,1.0086237,1
15,1975,.64070064,.56357592,-.22030084,.98397571,.98397571
16,1975,.64070064,.60242528,-.22030084,1.0228251,1
17,1975,.64070064,.58379775,-.22030084,1.0041976,1
18,1975,.64070064,.56637985,-.22030084,.98677963,.98677963
19,1975,.64070064,.61414611,-.22030084,1.0345459,1
20,1975,.64070064,.52070755,-.22030084,.94110733,.94110733
21,1975,.64070064,.63150889,-.22030084,1.0519087,1
22,1975,.64070064,.58436596,-.22030084,1.0047657,1
23,1975,.64070064,.5662691,-.22030084,.98666888,.98666888
24,1975,.64070064,.57828248,-.22030084,.99868226,.99868226
25,1975,.64070064,.54290146,-.22030084,.96330124,.96330124
26,1975,.64070064,.5617075,-.22030084,.98210728,.98210728
27,1975,.64070064,.55467004,-.22030084,.97506982,.97506982
28,1975,.64070064,.54914731,-.22030084,.96954709,.96954709
29,1975,.64070064,.56268519,-.22030084,.98308498,.98308498
0,1976,.64070064,0,.00090060785,.64160126,.64160126
1,1976,.64070064,.37388834,.00090060785,1.0154896,1
2,1976,.64070064,.72646868,.00090060785,1.3680699,1
3,1976,.64070064,.61070395,.00090060785,1.2523052,1
4,1976,.64070064,.58673352,.00090060785,1.2283348,1
5,1976,.64070064,.55403966,.00090060785,1.1956409,1
6,1976,.64070064,.59103948,.00090060785,1.2326407,1
7,1976,.64070064,.59744465,.00090060785,1.2390459,1
8,1976,.64070064,.56513602,.00090060785,1.2067373,1
9,1976,.64070064,.61914712,.00090060785,1.2607484,1
10,1976,.64070064,.51983696,.00090060785,1.1614382,1
11,1976,.64070064,.64320952,.00090060785,1.2848108,1
12,1976,.64070064,.59495008,.00090060785,1.2365513,1
13,1976,.64070064,.58372527,.00090060785,1.2253265,1
14,1976,.64070064,.58822393,.00090060785,1.2298251,1
15,1976,.64070064,.56357592,.00090060785,1.2051772,1
16,1976,.64070064,.60242528,.00090060785,1.2440265,1
17,1976,.64070064,.58379775,.00090060785,1.225399,1
18,1976,.64070064,.56637985,.00090060785,1.2079811,1
19,1976,.64070064,.61414611,.00090060785,1.2557473,1
20,1976,.64070064,.52070755,.00090060785,1.1623088,1
21,1976,.64070064,.63150889,.00090060785,1.2731102,1
22,1976,.64070064,.58436596,.00090060785,1.2259672,1
23,1976,.64070064,.5662691,.00090060785,1.2078704,1
24,1976,.64070064,.57828248,.00090060785,1.2198837,1
25,1976,.64070064,.54290146,.00090060785,1.1845027,1
26,1976,.64070064,.5617075,.00090060785,1.2033087,1
27,1976,.64070064,.55467004,.00090060785,1.1962713,1
28,1976,.64070064,.54914731,.00090060785,1.1907486,1
29,1976,.64070064,.56268519,.00090060785,1.2042865,1
0,1977,.64070064,0,.11038768,.75108832,.75108832
1,1977,.64070064,.37388834,.11038768,1.1249766,1
2,1977,.64070064,.72646868,.11038768,1.4775569,1
3,1977,.64070064,.61070395,.11038768,1.3617923,1
4,1977,.64070064,.58673352,.11038768,1.3378218,1
5,1977,.64070064,.55403966,.11038768,1.305128,1
6,1977,.64070064,.59103948,.11038768,1.3421278,1
7,1977,.64070064,.59744465,.11038768,1.3485329,1
8,1977,.64070064,.56513602,.11038768,1.3162243,1
9,1977,.64070064,.61914712,.11038768,1.3702354,1
10,1977,.64070064,.51983696,.11038768,1.2709253,1
11,1977,.64070064,.64320952,.11038768,1.3942978,1
12,1977,.64070064,.59495008,.11038768,1.3460383,1
13,1977,.64070064,.58372527,.11038768,1.3348136,1
14,1977,.64070064,.58822393,.11038768,1.3393123,1
15,1977,.64070064,.56357592,.11038768,1.3146642,1
16,1977,.64070064,.60242528,.11038768,1.3535136,1
17,1977,.64070064,.58379775,.11038768,1.3348861,1
18,1977,.64070064,.56637985,.11038768,1.3174682,1
19,1977,.64070064,.61414611,.11038768,1.3652344,1
20,1977,.64070064,.52070755,.11038768,1.2717959,1
21,1977,.64070064,.63150889,.11038768,1.3825972,1
22,1977,.64070064,.58436596,.11038768,1.3354542,1
23,1977,.64070064,.5662691,.11038768,1.3173574,1
24,1977,.64070064,.57828248,.11038768,1.3293707,1
25,1977,.64070064,.54290146,.11038768,1.2939898,1
26,1977,.64070064,.5617075,.11038768,1.3127959,1
27,1977,.64070064,.55467004,.11038768,1.3057584,1
28,1977,.64070064,.54914731,.11038768,1.3002356,1
29,1977,.64070064,.56268519,.11038768,1.3137735,1
0,1978,.64070064,0,-.24365421,.39704645,.39704645
1,1978,.64070064,.37388834,-.24365421,.77093476,.77093476
2,1978,.64070064,.72646868,-.24365421,1.1235151,1
3,1978,.64070064,.61070395,-.24365421,1.0077504,1
4,1978,.64070064,.58673352,-.24365421,.98377997,.98377997
5,1978,.64070064,.55403966,-.24365421,.9510861,.9510861
6,1978,.64070064,.59103948,-.24365421,.98808593,.98808593
7,1978,.64070064,.59744465,-.24365421,.9944911,.9944911
8,1978,.64070064,.56513602,-.24365421,.96218246,.96218246
9,1978,.64070064,.61914712,-.24365421,1.0161935,1
10,1978,.64070064,.51983696,-.24365421,.91688341,.91688341
11,1978,.64070064,.64320952,-.24365421,1.0402559,1
12,1978,.64070064,.59495008,-.24365421,.99199653,.99199653
13,1978,.64070064,.58372527,-.24365421,.98077172,.98077172
14,1978,.64070064,.58822393,-.24365421,.98527038,.98527038
15,1978,.64070064,.56357592,-.24365421,.96062237,.96062237
16,1978,.64070064,.60242528,-.24365421,.99947172,.99947172
17,1978,.64070064,.58379775,-.24365421,.9808442,.9808442
18,1978,.64070064,.56637985,-.24365421,.96342629,.96342629
19,1978,.64070064,.61414611,-.24365421,1.0111926,1
20,1978,.64070064,.52070755,-.24365421,.91775399,.91775399
21,1978,.64070064,.63150889,-.24365421,1.0285553,1
22,1978,.64070064,.58436596,-.24365421,.98141241,.98141241
23,1978,.64070064,.5662691,-.24365421,.96331555,.96331555
24,1978,.64070064,.57828248,-.24365421,.97532892,.97532892
25,1978,.64070064,.54290146,-.24365421,.9399479,.9399479
26,1978,.64070064,.5617075,-.24365421,.95875394,.95875394
27,1978,.64070064,.55467004,-.24365421,.95171648,.95171648
28,1978,.64070064,.54914731,-.24365421,.94619375,.94619375
29,1978,.64070064,.56268519,-.24365421,.95973164,.95973164
0,1979,.64070064,0,-.45448965,.18621099,.18621099
1,1979,.64070064,.37388834,-.45448965,.56009936,.56009936
2,1979,.64070064,.72646868,-.45448965,.91267967,.91267967
3,1979,.64070064,.61070395,-.45448965,.79691494,.79691494
4,1979,.64070064,.58673352,-.45448965,.77294451,.77294451
5,1979,.64070064,.55403966,-.45448965,.74025065,.74025065
6,1979,.64070064,.59103948,-.45448965,.77725047,.77725047
7,1979,.64070064,.59744465,-.45448965,.78365564,.78365564
8,1979,.64070064,.56513602,-.45448965,.75134701,.75134701
9,1979,.64070064,.61914712,-.45448965,.80535811,.80535811
10,1979,.64070064,.51983696,-.45448965,.70604795,.70604795
11,1979,.64070064,.64320952,-.45448965,.82942051,.82942051
12,1979,.64070064,.59495008,-.45448965,.78116107,.78116107
13,1979,.64070064,.58372527,-.45448965,.76993626,.76993626
14,1979,.64070064,.58822393,-.45448965,.77443492,.77443492
15,1979,.64070064,.56357592,-.45448965,.74978691,.74978691
16,1979,.64070064,.60242528,-.45448965,.78863627,.78863627
17,1979,.64070064,.58379775,-.45448965,.77000874,.77000874
18,1979,.64070064,.56637985,-.45448965,.75259084,.75259084
19,1979,.64070064,.61414611,-.45448965,.8003571,.8003571
20,1979,.64070064,.52070755,-.45448965,.70691854,.70691854
21,1979,.64070064,.63150889,-.45448965,.81771988,.81771988
22,1979,.64070064,.58436596,-.45448965,.77057695,.77057695
23,1979,.64070064,.5662691,-.45448965,.75248009,.75248009
24,1979,.64070064,.57828248,-.45448965,.76449347,.76449347
25,1979,.64070064,.54290146,-.45448965,.72911245,.72911245
26,1979,.64070064,.5617075,-.45448965,.74791849,.74791849
27,1979,.64070064,.55467004,-.45448965,.74088103,.74088103
28,1979,.64070064,.54914731,-.45448965,.7353583,.7353583
29,1979,.64070064,.56268519,-.45448965,.74889618,.74889618
0,1980,.64070064,0,-.39760047,.24310017,.24310017
1,1980,.64070064,.37388834,-.39760047,.61698854,.61698854
2,1980,.64070064,.72646868,-.39760047,.96956885,.96956885
3,1980,.64070064,.61070395,-.39760047,.85380411,.85380411
4,1980,.64070064,.58673352,-.39760047,.82983369,.82983369
5,1980,.64070064,.55403966,-.39760047,.79713982,.79713982
6,1980,.64070064,.59103948,-.39760047,.83413965,.83413965
7,1980,.64070064,.59744465,-.39760047,.84054482,.84054482
8,1980,.64070064,.56513602,-.39760047,.80823618,.80823618
9,1980,.64070064,.61914712,-.39760047,.86224729,.86224729
10,1980,.64070064,.51983696,-.39760047,.76293713,.76293713
11,1980,.64070064,.64320952,-.39760047,.88630968,.88630968
12,1980,.64070064,.59495008,-.39760047,.83805025,.83805025
13,1980,.64070064,.58372527,-.39760047,.82682544,.82682544
14,1980,.64070064,.58822393,-.39760047,.8313241,.8313241
15,1980,.64070064,.56357592,-.39760047,.80667609,.80667609
16,1980,.64070064,.60242528,-.39760047,.84552544,.84552544
17,1980,.64070064,.58379775,-.39760047,.82689792,.82689792
18,1980,.64070064,.56637985,-.39760047,.80948001,.80948001
19,1980,.64070064,.61414611,-.39760047,.85724628,.85724628
20,1980,.64070064,.52070755,-.39760047,.76380771,.76380771
21,1980,.64070064,.63150889,-.39760047,.87460905,.87460905
22,1980,.64070064,.58436596,-.39760047,.82746613,.82746613
23,1980,.64070064,.5662691,-.39760047,.80936927,.80936927
24,1980,.64070064,.57828248,-.39760047,.82138264,.82138264
25,1980,.64070064,.54290146,-.39760047,.78600162,.78600162
26,1980,.64070064,.5617075,-.39760047,.80480766,.80480766
27,1980,.64070064,.55467004,-.39760047,.7977702,.7977702
28,1980,.64070064,.54914731,-.39760047,.79224747,.79224747
29,1980,.64070064,.56268519,-.39760047,.80578536,.80578536
0,1981,.64070064,0,.13513739,.77583802,.77583802
1,1981,.64070064,.37388834,.13513739,1.1497264,1
2,1981,.64070064,.72646868,.13513739,1.5023067,1
3,1981,.64070064,.61070395,.13513739,1.386542,1
4,1981,.64070064,.58673352,.13513739,1.3625716,1
5,1981,.64070064,.55403966,.13513739,1.3298777,1
6,1981,.64070064,.59103948,.13513739,1.3668776,1
7,1981,.64070064,.59744465,.13513739,1.3732827,1
8,1981,.64070064,.56513602,.13513739,1.3409741,1
9,1981,.64070064,.61914712,.13513739,1.3949852,1
10,1981,.64070064,.51983696,.13513739,1.295675,1
11,1981,.64070064,.64320952,.13513739,1.4190476,1
12,1981,.64070064,.59495008,.13513739,1.3707881,1
13,1981,.64070064,.58372527,.13513739,1.3595634,1
14,1981,.64070064,.58822393,.13513739,1.364062,1
15,1981,.64070064,.56357592,.13513739,1.339414,1
16,1981,.64070064,.60242528,.13513739,1.3782634,1
17,1981,.64070064,.58379775,.13513739,1.3596358,1
18,1981,.64070064,.56637985,.13513739,1.3422179,1
19,1981,.64070064,.61414611,.13513739,1.3899841,1
20,1981,.64070064,.52070755,.13513739,1.2965456,1
21,1981,.64070064,.63150889,.13513739,1.407347,1
22,1981,.64070064,.58436596,.13513739,1.360204,1
23,1981,.64070064,.5662691,.13513739,1.3421072,1
24,1981,.64070064,.57828248,.13513739,1.3541205,1
25,1981,.64070064,.54290146,.13513739,1.3187395,1
26,1981,.64070064,.5617075,.13513739,1.3375455,1
27,1981,.64070064,.55467004,.13513739,1.3305081,1
28,1981,.64070064,.54914731,.13513739,1.3249854,1
29,1981,.64070064,.56268519,.13513739,1.3385233,1
0,1982,.64070064,0,-.25776982,.38293082,.38293082
1,1982,.64070064,.37388834,-.25776982,.75681913,.75681913
2,1982,.64070064,.72646868,-.25776982,1.1093996,1
3,1982,.64070064,.61070395,-.25776982,.99363476,.99363476
4,1982,.64070064,.58673352,-.25776982,.96966434,.96966434
5,1982,.64070064,.55403966,-.25776982,.93697047,.93697047
6,1982,.64070064,.59103948,-.25776982,.97397029,.97397029
7,1982,.64070064,.59744465,-.25776982,.98037547,.98037547
8,1982,.64070064,.56513602,-.25776982,.94806683,.94806683
9,1982,.64070064,.61914712,-.25776982,1.0020779,1
10,1982,.64070064,.51983696,-.25776982,.90276778,.90276778
11,1982,.64070064,.64320952,-.25776982,1.0261403,1
12,1982,.64070064,.59495008,-.25776982,.9778809,.9778809
13,1982,.64070064,.58372527,-.25776982,.96665609,.96665609
14,1982,.64070064,.58822393,-.25776982,.97115475,.97115475
15,1982,.64070064,.56357592,-.25776982,.94650674,.94650674
16,1982,.64070064,.60242528,-.25776982,.98535609,.98535609
17,1982,.64070064,.58379775,-.25776982,.96672857,.96672857
18,1982,.64070064,.56637985,-.25776982,.94931066,.94931066
19,1982,.64070064,.61414611,-.25776982,.99707693,.99707693
20,1982,.64070064,.52070755,-.25776982,.90363836,.90363836
21,1982,.64070064,.63150889,-.25776982,1.0144397,1
22,1982,.64070064,.58436596,-.25776982,.96729678,.96729678
23,1982,.64070064,.5662691,-.25776982,.94919991,.94919991
24,1982,.64070064,.57828248,-.25776982,.96121329,.96121329
25,1982,.64070064,.54290146,-.25776982,.92583227,.92583227
26,1982,.64070064,.5617075,-.25776982,.94463831,.94463831
27,1982,.64070064,.55467004,-.25776982,.93760085,.93760085
28,1982,.64070064,.54914731,-.25776982,.93207812,.93207812
29,1982,.64070064,.56268519,-.25776982,.94561601,.94561601
0,1983,.64070064,0,-.13575488,.50494576,.50494576
1,1983,.64070064,.37388834,-.13575488,.87883413,.87883413
2,1983,.64070064,.72646868,-.13575488,1.2314144,1
3,1983,.64070064,.61070395,-.13575488,1.1156497,1
4,1983,.64070064,.58673352,-.13575488,1.0916793,1
5,1983,.64070064,.55403966,-.13575488,1.0589855,1
6,1983,.64070064,.59103948,-.13575488,1.0959852,1
7,1983,.64070064,.59744465,-.13575488,1.1023904,1
8,1983,.64070064,.56513602,-.13575488,1.0700817,1
9,1983,.64070064,.61914712,-.13575488,1.1240928,1
10,1983,.64070064,.51983696,-.13575488,1.0247827,1
11,1983,.64070064,.64320952,-.13575488,1.1481552,1
12,1983,.64070064,.59495008,-.13575488,1.0998958,1
13,1983,.64070064,.58372527,-.13575488,1.088671,1
14,1983,.64070064,.58822393,-.13575488,1.0931697,1
15,1983,.64070064,.56357592,-.13575488,1.0685217,1
16,1983,.64070064,.60242528,-.13575488,1.1073711,1
17,1983,.64070064,.58379775,-.13575488,1.0887434,1
18,1983,.64070064,.56637985,-.13575488,1.0713255,1
19,1983,.64070064,.61414611,-.13575488,1.1190919,1
20,1983,.64070064,.52070755,-.13575488,1.0256534,1
21,1983,.64070064,.63150889,-.13575488,1.1364546,1
22,1983,.64070064,.58436596,-.13575488,1.0893117,1
23,1983,.64070064,.5662691,-.13575488,1.0712149,1
24,1983,.64070064,.57828248,-.13575488,1.0832282,1
25,1983,.64070064,.54290146,-.13575488,1.0478473,1
26,1983,.64070064,.5617075,-.13575488,1.0666533,1
27,1983,.64070064,.55467004,-.13575488,1.0596159,1
28,1983,.64070064,.54914731,-.13575488,1.0540931,1
29,1983,.64070064,.56268519,-.13575488,1.067631,1
0,1984,.64070064,0,-.074724771,.56597584,.56597584
1,1984,.64070064,.37388834,-.074724771,.93986422,.93986422
2,1984,.64070064,.72646868,-.074724771,1.2924446,1
3,1984,.64070064,.61070395,-.074724771,1.1766798,1
4,1984,.64070064,.58673352,-.074724771,1.1527094,1
5,1984,.64070064,.55403966,-.074724771,1.1200155,1
6,1984,.64070064,.59103948,-.074724771,1.1570153,1
7,1984,.64070064,.59744465,-.074724771,1.1634206,1
8,1984,.64070064,.56513602,-.074724771,1.1311119,1
